full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,insurance_value,transmission_type_value,fuel_type_value,body_type_value,owner_type_Value
lt KWID 1.0 RXT Opt,550000.0,2022,999,Third Party,Manual,10000,First Owner,Petrol,67.0,5.0,21.74,Hatchback,Bangalore,2,1,1,1,1
Indigo LX TDI BSIII,260000.0,2017,1396,Third Party,Manual,120000,First Owner,Diesel,69.0,5.0,19.09,Sedan,Bangalore,2,1,2,2,1
i Baleno 1.2 Sigma,575000.0,2016,1197,Third Party,Manual,20000,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2,1,1,1,1
dra XUV500 W8 FWD,825000.0,2013,2179,Third Party,Manual,90000,Second Owner,Diesel,140.0,7.0,15.1,SUV,Bangalore,2,1,2,3,2
ai i10 Era,300000.0,2011,1086,Third Party,Manual,30000,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2,1,1,1,1
Tiago 1.05 Revotorq XZ WO Alloy,500000.0,2016,1047,Third Party,Manual,60000,First Owner,Diesel,69.0,5.0,27.28,Hatchback,Bangalore,2,1,2,1,1
n Sunny Diesel Special Edition,229999.99999999997,2013,1461,Third Party,Manual,120000,Second Owner,Diesel,84.8,5.0,21.64,Sedan,Bangalore,2,1,2,2,2
Ikon 1.6 ZXI,75000.0,2004,1597,Third Party,Manual,80000,Second Owner,Petrol,92.0,5.0,14.2,Sedan,Bangalore,2,1,1,2,2
lt KWID 1.0 RXT,373000.0,2016,999,Third Party,Manual,14993,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,2,1,1,1,1
n RediGO A,404000.0,2021,799,Comprehensive,Manual,11700,First Owner,Petrol,53.64,5.0,20.71,Hatchback,Bangalore,5,1,1,1,1
ai i20 Active 1.2 S,583000.0,2016,1197,Comprehensive,Manual,68672,Second Owner,Petrol,81.86,5.0,17.19,Hatchback,Bangalore,5,1,1,1,2
ai i20 Asta Option 1.4 CRDi,592000.0,2016,1396,Comprehensive,Manual,128975,First Owner,Diesel,88.73,5.0,22.54,Hatchback,Bangalore,5,1,2,1,1
ai Grand i10 Sportz,488999.99999999994,2015,1197,Comprehensive,Manual,46156,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,1,1,1,1
i Swift Dzire VXI,470000.0,2013,1197,Comprehensive,Manual,60876,First Owner,Petrol,88.5,5.0,22.41,Sedan,Bangalore,5,1,1,2,1
i Zen Estilo LXI,212000.0,2011,998,Comprehensive,Manual,48837,Second Owner,Petrol,67.1,5.0,19.0,Hatchback,Bangalore,5,1,1,1,2
 City i VTEC CVT VX,795000.0,2016,1497,Comprehensive,Automatic,41138,First Owner,Petrol,117.3,5.0,18.0,Sedan,Bangalore,5,2,1,2,1
i Swift VXI,774000.0,2022,1197,Zero Dep,Manual,13058,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,6,1,1,1,1
Tiago 1.2 Revotron XZ,437000.0,2016,1199,Zero Dep,Manual,142372,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,6,1,1,1,1
ai Accent GLX,260000.0,2009,1495,Third Party,Manual,60000,First Owner,Petrol,94.0,5.0,13.2,Sedan,Bangalore,2,1,1,2,1
dra Thar LX 4-Str Hard Top BSVI,1500000.0,2022,1997,Third Party,Manual,20000,First Owner,Petrol,150.0,4.0,15.2,SUV,Bangalore,2,1,1,3,1
ai i10 Magna 1.2,275000.0,2010,1197,Third Party,Manual,90000,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2,1,1,1,1
r XF 2.2 Litre Luxury,2000000.0,2014,2179,Third Party,Automatic,60000,Second Owner,Diesel,187.7,5.0,16.36,Sedan,Bangalore,2,2,2,2,2
i Ertiga SHVS ZDI,900000.0,2016,1248,Third Party,Manual,120000,First Owner,Diesel,88.5,7.0,24.52,MUV,Bangalore,2,1,2,4,1
i Swift Dzire VXI AT BSVI,630000.0,2020,1197,Third Party,Automatic,30000,Third Owner,Petrol,88.5,5.0,22.61,Sedan,Bangalore,2,2,1,2,3
lt Triber RXZ BSIV,750000.0,2019,999,Third Party,Manual,40000,First Owner,Petrol,72.0,7.0,20.0,MUV,Bangalore,2,1,1,4,1
ai Venue SX Plus Turbo DCT BSIV,1100000.0,2019,998,Third Party,Automatic,30000,Second Owner,Petrol,118.35,5.0,18.15,SUV,Bangalore,2,2,1,3,2
dra KUV 100 mFALCON G80 K8,587000.0,2018,1198,Comprehensive,Manual,32207,First Owner,Petrol,82.0,6.0,18.15,SUV,Bangalore,5,1,1,3,1
ai Verna VTVT 1.6 AT SX Option,1052000.0,2017,1591,Comprehensive,Automatic,29735,First Owner,Petrol,121.3,5.0,17.0,Sedan,Bangalore,5,2,1,2,1
i Swift ZDI BSIV,644000.0,2015,1248,Comprehensive,Manual,67791,Second Owner,Diesel,74.0,5.0,25.2,Hatchback,Bangalore,5,1,2,1,2
i S-Presso VXI Plus 2019-2022,556000.0,2022,998,Comprehensive,Manual,6922,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Bangalore,5,1,1,1,1
dra XUV500 W10 AWD,1163000.0,2016,2179,Comprehensive,Manual,79755,Second Owner,Diesel,140.0,7.0,16.0,SUV,Bangalore,5,1,2,3,2
i Swift VXI Optional,593000.0,2017,1197,Third Party,Manual,48201,First Owner,Petrol,81.8,5.0,20.4,Hatchback,Bangalore,2,1,1,1,1
i Baleno 1.2 Zeta,711000.0,2017,1197,Comprehensive,Manual,33850,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,5,1,1,1,2
Nexon XZA Plus (O) AMT,1217000.0,2021,1199,Zero Dep,Automatic,7662,First Owner,Petrol,118.36,5.0,16.35,SUV,Bangalore,6,2,1,3,1
i Celerio X ZXI Option BSIV,473000.00000000006,2018,998,Comprehensive,Manual,61576,Second Owner,Petrol,67.0,5.0,21.63,Hatchback,Bangalore,5,1,1,1,2
ai Aura SX Plus AMT,805000.0000000001,2020,1197,Third Party,Automatic,23583,First Owner,Petrol,81.86,5.0,20.1,Sedan,Bangalore,2,2,1,2,1
i Celerio ZXI AMT,493000.0,2016,998,Third Party,Automatic,58198,Second Owner,Petrol,65.71,5.0,26.0,Hatchback,Bangalore,2,2,1,1,2
a Urban cruiser Premium,953999.9999999999,2022,1462,Zero Dep,Manual,43283,First Owner,Petrol,103.26,5.0,17.03,SUV,Bangalore,6,1,1,3,1
ai Elantra CRDi SX,700000.0,2014,1582,Third Party,Manual,90000,First Owner,Diesel,126.24,5.0,22.7,Sedan,Bangalore,2,1,2,2,1
des-Benz C-Class C 220 CDI Edition C AT,1100000.0,2013,2200,Third Party,Automatic,110000,Second Owner,Diesel,170.0,5.0,15.8,Sedan,Bangalore,2,2,2,2,2
Q7 3.0 TDI quattro,2000000.0,2011,2967,Third Party,Automatic,120000,First Owner,Diesel,241.4,7.0,12.07,SUV,Bangalore,2,2,2,3,1
i Eeco 7 Seater STD 2020-2022,500000.0,2021,1196,Third Party,Manual,10000,First Owner,Petrol,72.41,7.0,16.11,Minivans,Bangalore,2,1,1,5,1
lt Koleos 2.0 Diesel,450000.0,2011,1995,Third Party,Automatic,120000,Third Owner,Diesel,148.0,5.0,13.73,SUV,Bangalore,2,2,2,3,3
 CR-V 2.4L 4WD,200000.0,2005,2354,Third Party,Manual,110000,Third Owner,Petrol,158.8,5.0,11.1,SUV,Bangalore,2,1,1,3,3
r XF 2.0 Diesel Portfolio,2700000.0,2017,1999,Third Party,Automatic,120000,First Owner,Diesel,177.0,5.0,19.33,Sedan,Bangalore,2,2,2,2,1
n RediGO 1.0 T Option,360000.0,2020,999,Third Party,Manual,50000,First Owner,Petrol,67.05,5.0,21.7,Hatchback,Bangalore,2,1,1,1,1
ai Grand i10 Magna,405000.0,2014,1197,Comprehensive,Manual,60412,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,1,1,1,1
ai Grand i10 1.2 Kappa Magna BSIV,546000.0,2018,1197,Third Party,Manual,40769,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2,1,1,1,1
i Baleno 1.2 Delta,615000.0,2016,1197,Third Party,Manual,50318,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2,1,1,1,1
i Swift Dzire ZXI BSVI,803999.9999999999,2021,1197,Comprehensive,Manual,15045,First Owner,Petrol,88.5,5.0,22.41,Sedan,Bangalore,5,1,1,2,1
i Baleno Zeta CVT,825000.0,2020,1197,Zero Dep,Automatic,15123,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Bangalore,6,2,1,1,1
dra XUV300 W8 Diesel BSIV,991000.0,2019,1497,Comprehensive,Manual,85168,First Owner,Diesel,115.0,5.0,20.0,SUV,Bangalore,5,1,2,3,1
Ecosport 1.5 Ti VCT AT Titanium BSIV,659000.0,2015,1499,Comprehensive,Automatic,42710,Second Owner,Petrol,110.4,5.0,15.63,SUV,Bangalore,5,2,1,3,2
ai i20 Sportz Option 1.2,574000.0,2015,1197,Comprehensive,Manual,26502,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Bangalore,5,1,1,1,2
ai i20 Magna BSVI,718000.0,2021,1197,Third Party,Manual,17929,First Owner,Petrol,81.8,5.0,21.0,Hatchback,Bangalore,2,1,1,1,1
ai i10 Era 1.1 iTech SE,213000.0,2010,1086,Third Party,Manual,57876,Third Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2,1,1,1,3
dra XUV300 W8 AMT Optional Diesel BSIV,1081000.0,2019,1497,Third Party,Automatic,66595,First Owner,Diesel,115.0,5.0,20.0,SUV,Bangalore,2,2,2,3,1
Tigor XZ Plus BSVI,800000.0,2021,1199,Third Party,Manual,20000,First Owner,Petrol,84.82,5.0,19.28,Sedan,Bangalore,2,1,1,2,1
dra TUV 300 T8,650000.0,2016,1493,Third Party,Manual,100000,Second Owner,Diesel,100.0,7.0,18.49,SUV,Bangalore,2,1,2,3,2
wagen Polo 1.0 MPI Highline Plus,900000.0,2019,999,Third Party,Manual,10000,First Owner,Petrol,75.0,5.0,18.78,Hatchback,Bangalore,2,1,1,1,1
Fiesta 1.4 ZXi TDCi LE,120000.0,2009,1399,Third Party,Manual,100000,Fifth Owner,Diesel,68.0,5.0,17.8,Sedan,Bangalore,2,1,2,2,5
des-Benz M-Class ML 350 CDI,1800000.0,2012,2987,Third Party,Automatic,80000,Third Owner,Diesel,254.8,5.0,11.74,SUV,Bangalore,2,2,2,3,3
des-Benz GLE 43 AMG Coupe,7000000.0,2018,2996,Third Party,Automatic,30000,First Owner,Petrol,384.87,5.0,8.9,SUV,Bangalore,2,2,1,3,1
Indica V2 DLX BSIII,195000.0,2015,1405,Third Party,Manual,120000,Third Owner,Diesel,48.21,5.0,17.88,Hatchback,Bangalore,2,1,2,1,3
n Magnite Turbo XV BSVI,898000.0,2022,999,Comprehensive,Manual,11225,First Owner,Petrol,98.63,5.0,20.0,SUV,Bangalore,5,1,1,3,1
Nexon XMA AMT BSVI,915000.0,2021,1199,Comprehensive,Automatic,14127,Second Owner,Petrol,118.35,5.0,17.05,SUV,Bangalore,5,2,1,3,2
lt Duster 85PS Diesel RxL,578000.0,2013,1461,Third Party,Manual,56442,First Owner,Diesel,83.8,5.0,20.45,SUV,Bangalore,2,1,2,3,1
dra XUV500 W11 Option AT BSIV,1807999.9999999998,2019,2179,Comprehensive,Automatic,30853,First Owner,Diesel,152.87,7.0,15.1,SUV,Bangalore,5,2,2,3,1
 City i VTEC V,723000.0,2016,1497,Comprehensive,Manual,46275,First Owner,Petrol,117.3,5.0,17.8,Sedan,Bangalore,5,1,1,2,1
ai Grand i10 AT Asta,555000.0,2015,1197,Comprehensive,Automatic,45463,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,2,1,1,1
i Swift VDI BSIV,595000.0,2015,1248,Comprehensive,Manual,56976,Second Owner,Diesel,74.0,5.0,25.2,Hatchback,Bangalore,5,1,2,1,2
ai Grand i10 AT Asta,541000.0,2015,1197,Comprehensive,Automatic,36459,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,2,1,1,2
ai Grand i10 1.2 Kappa Asta,639000.0,2018,1197,Zero Dep,Manual,16247,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,6,1,1,1,1
ai i10 Era 1.1 iTech SE,358000.0,2014,1086,Third Party,Manual,48978,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2,1,1,1,1
lt KWID RXT,314000.0,2016,799,Third Party,Manual,69775,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Bangalore,2,1,1,1,1
dra Quanto C6,195000.0,2012,1493,Third Party,Manual,120000,First Owner,Diesel,100.0,7.0,17.21,SUV,Bangalore,2,1,2,3,1
ai i20 Asta,225000.0,2009,1197,Third Party,Manual,90000,Fifth Owner,Petrol,78.88,5.0,17.0,Hatchback,Bangalore,2,1,1,1,5
a Urban cruiser Premium AT,1075000.0,2022,1462,Third Party,Automatic,20000,First Owner,Petrol,103.26,5.0,18.76,SUV,Bangalore,2,2,1,3,1
a Urban cruiser Premium,975000.0,2022,1462,Third Party,Manual,20000,First Owner,Petrol,103.26,5.0,17.03,SUV,Bangalore,2,1,1,3,1
ai i10 Sportz 1.2,300000.0,2010,1197,Third Party,Manual,70000,Third Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2,1,1,1,3
i SX4 VDI,290000.0,2011,1248,Third Party,Manual,110000,Third Owner,Diesel,88.8,5.0,21.5,Sedan,Bangalore,2,1,2,2,3
 Brio S MT,260000.0,2012,1198,Third Party,Manual,40000,Third Owner,Petrol,86.8,5.0,19.4,Hatchback,Bangalore,2,1,1,1,3
n Sunny Diesel XL,360000.0,2012,1461,Third Party,Manual,100000,Third Owner,Diesel,84.8,5.0,21.64,Sedan,Bangalore,2,1,2,2,3
wagen Taigun 1.0 TSI Topline BSVI,1387000.0,2022,999,Comprehensive,Manual,97346,First Owner,Petrol,113.98,5.0,20.08,SUV,Bangalore,5,1,1,3,1
 City i VTEC CVT VX,683000.0,2014,1497,Comprehensive,Automatic,69565,First Owner,Petrol,117.3,5.0,18.0,Sedan,Bangalore,5,2,1,2,1
i Wagon R Stingray VXI,371000.0,2014,998,Comprehensive,Manual,74611,Second Owner,Petrol,67.04,5.0,20.51,Hatchback,Bangalore,5,1,1,1,2
i Swift Dzire AMT ZDI,704000.0,2017,1248,Zero Dep,Automatic,88411,First Owner,Diesel,74.0,5.0,26.59,Sedan,Bangalore,6,2,2,2,1
i Swift Dzire VDi,377000.0,2011,1248,Comprehensive,Manual,42993,First Owner,Diesel,73.9,5.0,19.3,Sedan,Bangalore,5,1,2,2,1
ai Verna VTVT 1.6 SX,869000.0,2018,1591,Comprehensive,Manual,41576,First Owner,Petrol,121.3,5.0,17.0,Sedan,Bangalore,5,1,1,2,1
ai i10 Magna,289000.0,2012,1197,Comprehensive,Manual,105745,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,5,1,1,1,1
lt Kiger RXZ Turbo CVT DT,907000.0,2021,999,Comprehensive,Automatic,21929,Second Owner,Petrol,98.63,5.0,18.24,SUV,Bangalore,5,2,1,3,2
dra XUV500 W7,1293000.0,2018,2179,Zero Dep,Manual,67379,Second Owner,Diesel,152.87,7.0,15.1,SUV,Bangalore,6,1,2,3,2
Tigor XZ,894999.9999999999,2022,1199,Comprehensive,Manual,7767,First Owner,Petrol,83.81,5.0,20.3,Sedan,Bangalore,5,1,1,2,1
 Jazz 1.2 S i VTEC,595000.0,2017,1199,Comprehensive,Manual,39452,First Owner,Petrol,88.7,5.0,18.7,Hatchback,Bangalore,5,1,1,1,1
3 2.0d SAV,1500000.0,2013,1995,Third Party,Automatic,10000,Fourth Owner,Diesel,218.0,5.0,16.55,SUV,Bangalore,2,2,2,3,4
ai EON D Lite Plus,250000.0,2017,814,Third Party,Manual,60000,Fourth Owner,Petrol,55.2,5.0,21.1,Hatchback,Bangalore,2,1,1,1,4
i Alto LXi BSIII,210000.0,2009,796,Third Party,Manual,50000,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Bangalore,2,1,1,1,1
ai Grand i10 1.2 Kappa Sportz BSIV,575000.0,2019,1197,Third Party,Manual,20000,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2,1,1,1,1
ai i10 Sportz AT,330000.0,2011,1197,Third Party,Automatic,70000,Second Owner,Petrol,78.9,5.0,16.95,Hatchback,Bangalore,2,2,1,1,2
des-Benz E-Class E250 CDI Avantgrade,2250000.0,2015,2143,Third Party,Automatic,120000,Second Owner,Diesel,201.1,5.0,13.0,Sedan,Bangalore,2,2,2,2,2
en C3 Puretech 110 Feel,950000.0,2022,1199,Third Party,Manual,10000,First Owner,Petrol,108.62,5.0,19.3,Hatchback,Bangalore,2,1,1,1,1
wagen Polo 1.2 MPI Highline,495000.0,2014,1198,Third Party,Manual,80000,Third Owner,Petrol,74.0,5.0,16.47,Hatchback,Bangalore,2,1,1,1,3
lt Triber RXZ BSIV,725000.0,2020,999,Comprehensive,Manual,20796,First Owner,Petrol,72.0,7.0,20.0,MUV,Bangalore,5,1,1,4,1
ai Grand i10 Nios Asta,793000.0,2022,1197,Third Party,Manual,4156,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,2,1,1,1,1
arens Luxury Plus Turbo DCT 2022-2023,1623000.0,2022,1353,Comprehensive,Automatic,20878,First Owner,Petrol,138.05,7.0,16.5,MUV,Bangalore,5,2,1,4,1
i Swift VXI,515000.00000000006,2015,1197,Comprehensive,Manual,52486,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,5,1,1,1,2
i Baleno 1.2 CVT Delta,688000.0,2018,1197,Comprehensive,Automatic,15267,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,5,2,1,1,1
a Yaris G,1044999.9999999999,2021,1496,Comprehensive,Manual,20754,First Owner,Petrol,105.94,5.0,17.1,Sedan,Bangalore,5,1,1,2,1
Ecosport 1.5 Ti VCT AT Titanium BSIV,718000.0,2016,1499,Comprehensive,Automatic,49068,Second Owner,Petrol,110.4,5.0,15.63,SUV,Bangalore,5,2,1,3,2
i Wagon R VXI Opt 1.2,602000.0,2021,1197,Comprehensive,Manual,11453,First Owner,Petrol,81.8,5.0,20.52,Hatchback,Bangalore,5,1,1,1,1
Ecosport 1.5 TDCi Titanium Plus BE BSIV,699000.0,2016,1498,Comprehensive,Manual,106835,Second Owner,Diesel,98.59,5.0,22.77,SUV,Bangalore,5,1,2,3,2
ai i20 Asta 1.2,471000.0,2013,1197,Comprehensive,Manual,21644,Second Owner,Petrol,82.85,5.0,18.5,Hatchback,Bangalore,5,1,1,1,2
i Baleno 1.2 CVT Delta,729000.0,2017,1197,Zero Dep,Automatic,39481,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,6,2,1,1,2
lt KWID Climber 1.0 AMT Opt,548000.0,2020,999,Third Party,Automatic,7390,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Bangalore,2,2,1,1,1
Palio 1.1 SLX,110000.00000000001,2007,1108,Third Party,Manual,80000,Second Owner,Petrol,57.0,5.0,15.5,Hatchback,Bangalore,2,1,1,1,2
wagen Vento 1.5 TDI Highline AT,775000.0,2016,1498,Third Party,Automatic,80000,First Owner,Diesel,108.6,5.0,22.15,Sedan,Bangalore,2,2,2,2,1
i Wagon R VXI BS IV,260000.0,2010,998,Third Party,Manual,110000,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Bangalore,2,1,1,1,2
 City 1.5 S AT,300000.0,2009,1497,Third Party,Automatic,90000,Third Owner,Petrol,116.348,5.0,16.8,Sedan,Bangalore,2,2,1,2,3
i Swift AMT VXI,650000.0,2019,1197,Third Party,Automatic,30000,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Bangalore,2,2,1,1,1
Figo Diesel EXI,245000.00000000003,2011,1399,Third Party,Manual,80000,Second Owner,Diesel,68.0,5.0,20.0,Hatchback,Bangalore,2,1,2,1,2
ai Grand i10 1.2 Kappa Sportz BSIV,575000.0,2018,1197,Third Party,Manual,30000,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2,1,1,1,1
a Etios 1.4 GD,720000.0,2019,1364,Third Party,Manual,120000,First Owner,Diesel,67.05,5.0,23.59,Sedan,Bangalore,2,1,2,2,1
ai i10 Sportz 1.1L,380000.0,2017,1086,Third Party,Manual,31355,Third Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2,1,1,1,3
i Wagon R VXI BS IV,319000.0,2013,998,Comprehensive,Manual,83560,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Bangalore,5,1,1,1,1
 Brio S MT,422000.0,2015,1198,Comprehensive,Manual,22262,Second Owner,Petrol,86.8,5.0,19.4,Hatchback,Bangalore,5,1,1,1,2
ai Creta 1.6 VTVT SX Plus,948000.0,2016,1591,Comprehensive,Manual,53031,Second Owner,Petrol,121.3,5.0,13.0,SUV,Bangalore,5,1,1,3,2
lt KWID 1.0 RXT AMT Opt,582000.0,2020,999,Zero Dep,Automatic,11662,Second Owner,Petrol,67.0,5.0,22.0,Hatchback,Bangalore,6,2,1,1,2
 BR-V i-VTEC V CVT,814000.0,2016,1497,Zero Dep,Automatic,79061,Second Owner,Petrol,117.3,7.0,15.4,SUV,Bangalore,6,2,1,3,2
i Baleno 1.2 Zeta,714000.0,2016,1197,Third Party,Manual,36184,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2,1,1,1,2
i Swift Dzire VDi,446000.0,2012,1248,Comprehensive,Manual,87895,Second Owner,Diesel,73.9,5.0,19.3,Sedan,Bangalore,5,1,2,2,2
 City i-VTEC CVT ZX,1027000.0,2018,1497,Third Party,Automatic,68906,Second Owner,Petrol,117.6,5.0,18.0,Sedan,Bangalore,2,2,1,2,2
lt Kiger RXZ Turbo,919999.9999999999,2021,999,Third Party,Manual,20000,First Owner,Petrol,98.63,5.0,20.5,SUV,Bangalore,2,1,1,3,1
ai i20 Diesel Magna,720000.0,2019,1396,Third Party,Manual,30000,First Owner,Diesel,88.76,5.0,22.54,Hatchback,Bangalore,2,1,2,1,1
olet Spark 1.0 LS,120000.0,2009,995,Third Party,Manual,70000,Third Owner,Petrol,62.0,5.0,18.0,Hatchback,Bangalore,2,1,1,1,3
des-Benz C-Class 220 CDI AT,650000.0,2010,2143,Third Party,Automatic,120000,Second Owner,Diesel,170.0,5.0,14.84,Sedan,Bangalore,2,2,2,2,2
ai i20 Sportz 1.2,350000.0,2012,1197,Third Party,Manual,80000,Second Owner,Petrol,82.85,5.0,18.5,Hatchback,Bangalore,2,1,1,1,2
5 xDrive 30d M Sport,3981000.0,2016,2993,Third Party,Automatic,70000,Second Owner,Diesel,258.0,5.0,15.97,SUV,Bangalore,2,2,2,3,2
wagen Polo Diesel Trendline 1.2L,360000.0,2010,1199,Third Party,Manual,100000,Second Owner,Diesel,73.9,5.0,22.07,Hatchback,Bangalore,2,1,2,1,2
A6 2.0 TDI Premium Plus,1600000.0,2013,1968,Third Party,Automatic,80000,First Owner,Diesel,174.33,5.0,17.68,Sedan,Bangalore,2,2,2,2,1
 Brio S MT,342000.0,2012,1198,Third Party,Manual,69210,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Bangalore,2,1,1,1,1
Ecosport 1.5 Ti VCT MT Titanium BSIV,699000.0,2016,1499,Third Party,Manual,19397,Second Owner,Petrol,110.4,5.0,15.85,SUV,Bangalore,2,1,1,3,2
Nexon XZ Plus Diesel,836000.0,2018,1497,Comprehensive,Manual,75198,First Owner,Diesel,113.42,5.0,23.22,SUV,Bangalore,5,1,2,3,1
 Jazz 1.2 V AT i VTEC,563000.0,2015,1199,Comprehensive,Automatic,55412,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Bangalore,5,2,1,1,1
ai Grand i10 1.2 Kappa Asta,585000.0,2018,1197,Comprehensive,Manual,44268,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,5,1,1,1,2
lt Duster 110PS Diesel RxZ AMT,770000.0,2016,1461,Comprehensive,Automatic,96496,First Owner,Diesel,108.45,5.0,19.6,SUV,Bangalore,5,2,2,3,1
ai Santro Sportz AMT BSIV,551000.0,2019,1086,Zero Dep,Automatic,38985,First Owner,Petrol,68.0,5.0,20.3,Hatchback,Bangalore,6,2,1,1,1
 City V MT,549000.0,2013,1497,Third Party,Manual,49873,First Owner,Petrol,116.3,5.0,16.8,Sedan,Bangalore,2,1,1,2,1
Compass 1.4 Limited,1371000.0,2019,1368,Comprehensive,Automatic,92560,First Owner,Petrol,160.0,5.0,16.0,SUV,Bangalore,5,2,1,3,1
 City i-VTEC V,803999.9999999999,2018,1497,Comprehensive,Manual,25742,Second Owner,Petrol,117.6,5.0,17.4,Sedan,Bangalore,5,1,1,2,2
i Ciaz 1.3 Alpha,819999.9999999999,2018,1248,Third Party,Manual,102407,First Owner,Diesel,88.5,5.0,28.09,Sedan,Bangalore,2,1,2,2,1
 Octavia 2.0 TDI MT Style,1600000.0,2018,1968,Third Party,Manual,70000,First Owner,Diesel,141.0,5.0,21.0,Sedan,Bangalore,2,1,2,2,1
 Superb Elegance 1.8 TSI,400000.0,2009,1798,Third Party,Manual,50000,First Owner,Petrol,157.75,5.0,13.7,Sedan,Bangalore,2,1,1,2,1
Indica V2 DLS BSIII,186000.0,2015,1405,Third Party,Manual,120000,Third Owner,Diesel,48.21,5.0,17.88,Hatchback,Bangalore,2,1,2,1,3
i Baleno Delta BSVI,725000.0,2022,1197,Third Party,Manual,30000,First Owner,Petrol,88.5,5.0,22.35,Hatchback,Bangalore,2,1,1,1,1
olet Cruze LTZ,400000.0,2012,1998,Third Party,Manual,87000,Fourth Owner,Diesel,163.7,5.0,17.3,Sedan,Bangalore,2,1,2,2,4
dra Bolero Plus - AC BSIII,650000.0,2016,2523,Third Party,Manual,80000,First Owner,Diesel,63.0,9.0,15.96,SUV,Bangalore,2,1,2,3,1
n RediGO 1.0 S,300000.0,2018,999,Third Party,Manual,50000,Second Owner,Petrol,67.0,5.0,22.5,Hatchback,Bangalore,2,1,1,1,2
lt KWID Climber 1.0 AMT,367000.0,2017,999,Comprehensive,Automatic,49779,Third Owner,Petrol,67.0,5.0,24.04,Hatchback,Bangalore,5,2,1,1,3
ai Creta 1.6 VTVT AT SX Plus,1015000.0,2017,1591,Third Party,Automatic,100226,Second Owner,Petrol,121.3,5.0,13.0,SUV,Bangalore,2,2,1,3,2
i Ciaz Zeta BSVI,1008000.0,2022,1462,Zero Dep,Manual,13301,First Owner,Petrol,103.25,5.0,20.65,Sedan,Bangalore,6,1,1,2,1
i Wagon R VXI BS IV,462000.0,2017,998,Comprehensive,Manual,58659,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Bangalore,5,1,1,1,1
 Amaze VX CVT Petrol,802000.0,2020,1199,Zero Dep,Automatic,28526,First Owner,Petrol,88.76,5.0,18.3,Sedan,Bangalore,6,2,1,2,1
i Alto 800 LXI,315000.0,2014,796,Comprehensive,Manual,37510,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Bangalore,5,1,1,1,1
Tiago 1.2 Revotron XT,482000.0,2018,1199,Third Party,Manual,68039,Second Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,2,1,1,1,2
 Rapid 1.5 TDI Ambition,552000.0,2016,1498,Comprehensive,Manual,64615,Second Owner,Diesel,103.52,5.0,21.14,Sedan,Bangalore,5,1,2,2,2
i Celerio ZXI Optional MT BSIV,513999.99999999994,2018,998,Third Party,Manual,37219,Second Owner,Petrol,67.04,5.0,23.1,Hatchback,Bangalore,2,1,1,1,2
